ID,Category,Name,Method,MethodArgument,RegistryPath,RegistryItem,ClassName,Namespace,Property,DefaultValue,RecommendedValue,Operator,Severity
31,Administrative Templates: Network,Windows Connect Now: Configuration of wireless settings using Windows Connect Now (DisableUPnPRegistrar),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WCN\Registrars,DisableUPnPRegistrar,,,,1,0,=,Medium
31,Administrative Templates: Network,Windows Connect Now: Configuration of wireless settings using Windows Connect Now (DisableWPDRegistrar),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WCN\Registrars,DisableWPDRegistrar,,,,1,0,=,Medium
31,Administrative Templates: Network,Windows Connect Now: Configuration of wireless settings using Windows Connect Now (EnableRegistrars),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WCN\Registrars,EnableRegistrars,,,,1,0,=,Medium
316,System Services,Remote Desktop Services UserMode Port Redirector (UmRdpService),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\UmRdpService,Start,,,,3,4,=,Medium
317,System Services,Diagnostics Tracking Service (DiagTrack),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\DiagTrack,Start,,,,2,4,=,Medium
318,System Services,Bluetooth Audio Gateway Service (BTAGService),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\BTAGService,Start,,,,3,4,=,Medium
319,System Services,Bluetooth Support Service (bthserv),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\bthserv,Start,,,,3,4,=,Medium
32,Administrative Templates: Network,Windows Connect Now: Prohibit access of the Windows Connect Now wizards,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WCN\UI,DisableWcnUi,,,,0,1,=,Medium
321,System Services,Internet Connection Sharing (ICS) (SharedAccess),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\SharedAccess,Start,,,,3,4,=,Medium
322,System Services,Geolocation Service (lfsvc),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\lfsvc,Start,,,,3,4,=,Medium
324,System Services,Infrared monitor service (irmon),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\irmon,Start,,,,,4,=,Medium
325,System Services,Remote Desktop Configuration (SessionEnv),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\SessionEnv,Start,,,,3,4,=,Medium
327,System Services,Downloaded Maps Manager (MapsBroker),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\MapsBroker,Start,,,,2,4,=,Medium
329,System Services,Microsoft iSCSI Initiator Service (MSiSCSI),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\MSiSCSI,Start,,,,3,4,=,Medium
33,Administrative Templates: Network,Windows Connection Manager: Minimize the number of simultaneous connections to the Internet or a Windows Domain,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WcmSvc\GroupPolicy,fMinimizeConnections,,,,1,1,=,Medium
330,System Services,Microsoft Store Install Service (InstallService),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\InstallService,Start,,,,3,4,=,Medium
332,System Services,Peer Name Resolution Protocol (PNRPsvc),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\PNRPsvc,Start,,,,3,4,=,Medium
333,System Services,Peer Networking Grouping (p2psvc),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\p2psvc,Start,,,,3,4,=,Medium
334,System Services,Peer Networking Identity Manager (p2pimsvc),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\p2pimsvc,Start,,,,3,4,=,Medium
335,System Services,PNRP Machine Name Publication Service (PNRPAutoReg),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\PNRPAutoReg,Start,,,,3,4,=,Medium
336,System Services,Remote Desktop Services (TermService),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\TermService,Start,,,,3,4,=,Medium
337,System Services,Remote Registry (RemoteRegistry),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\RemoteRegistry,Start,,,,4,4,=,Medium
338,System Services,Routing and Remote Access (RemoteAccess),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\RemoteAccess,Start,,,,4,4,=,Medium
339,System Services,Remote Procedure Call (RPC) Locator (RpcLocator),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\RpcLocator,Start,,,,3,4,=,Medium
340,System Services,Server (LanmanServer),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\LanmanServer,Start,,,,2,4,=,Medium
343,System Services,SSDP Discovery (SSDPSRV),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\SSDPSRV,Start,,,,3,4,=,Medium
344,System Services,Problem Reports and Solutions Control Panel Support (wercplsupport),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\wercplsupport,Start,,,,3,4,=,Medium
345,System Services,UPnP Device Host (upnphost),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\upnphost,Start,,,,3,4,=,Medium
346,System Services,Link-Layer Topology Discovery Mapper (lltdsvc),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\lltdsvc,Start,,,,3,4,=,Medium
347,System Services,Remote Access Auto Connection Manager (RasAuto),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\RasAuto,Start,,,,3,4,=,Medium
349,System Services,Windows Media Player Network Sharing Service (WMPNetworkSvc),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\WMPNetworkSvc,Start,,,,3,4,=,Medium
350,System Services,Windows PushToInstall Service (PushToInstall),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\PushToInstall,Start,,,,3,4,=,Medium
351,System Services,Windows Mobile Hotspot Service (icssvc),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\icssvc,Start,,,,3,4,=,Medium
352,System Services,Windows Event Collector (Wecsvc),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\Wecsvc,Start,,,,3,4,=,Medium
353,System Services,Windows Error Reporting Service (WerSvc),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\WerSvc,Start,,,,3,4,=,Medium
354,System Services,Windows Push Notifications System Service (WpnService),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\WpnService,Start,,,,2,4,=,Medium
355,System Services,Windows Remote Management (WS-Management) (WinRM),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\WinRM,Start,,,,3,4,=,Medium
39,Administrative Templates: System,Logon: Turn off picture password sign-in,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,BlockDomainPicturePassword,,,,0,1,=,Medium
41,Administrative Templates: System,Logon: Block user from showing account details on sign-in,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,BlockUserFromShowingAccountDetailsOnSignin,,,,0,1,=,Medium
4100,Administrative Templates: System,Internet Communication Management: Internet Communication Settings: Turn off Help Experience Improvement Program,Registry,,HKCU:\Software\Policies\Microsoft\Assistance\Client\1.0,NoImplicitFeedback,,,,0,1,=,Medium
4200,Administrative Templates: Windows Components,Cloud Content: Do not use diagnostic data for tailored experiences,Registry,,HKCU:\Software\Policies\Microsoft\Windows\CloudContent,DisableTailoredExperiencesWithDiagnosticData,,,,0,1,=,Medium
4202,Administrative Templates: Windows Components,Windows Installer: Always install with elevated privileges,Registry,,HKCU:\Software\Policies\Microsoft\Windows\Installer,AlwaysInstallElevated,,,,0,0,=,Medium
4300,PowerShell,Turn on PowerShell Script Block Logging,Registry,,HKCU:\Software\Policies\Microsoft\Windows\PowerShell\ScriptBlockLogging,EnableScriptBlockLogging,,,,0,1,=,Medium
4301,PowerShell,Turn on PowerShell Script Block Logging (Invocation),Registry,,HKCU:\Software\Policies\Microsoft\Windows\PowerShell\ScriptBlockLogging,EnableScriptBlockInvocationLogging,,,,0,1,=,Low
4302,PowerShell,Turn on PowerShell Transcription,Registry,,HKCU:\Software\Policies\Microsoft\Windows\PowerShell\Transcription,EnableTranscripting,,,,0,1,=,Low
4304,PowerShell,Turn on PowerShell Module Logging,Registry,,HKCU:\Software\Policies\Microsoft\Windows\PowerShell\ModuleLogging,EnableModuleLogging,,,,0,1,=,Low
4305,PowerShell,Turn on PowerShell Module Logging - Module Names,Registry,,HKCU:\Software\Policies\Microsoft\Windows\PowerShell\ModuleLogging\ModuleNames,*,,,,,*,=,Low
4306,PowerShell,Turn on PowerShell Transcription (Invocation),Registry,,HKCU:\Software\Policies\Microsoft\Windows\PowerShell\Transcription,EnableInvocationHeader,,,,0,1,=,Low
4307,Administrative Templates: PowerShellCore,Turn on PowerShell Module Logging,Registry,,HKCU:\Software\Policies\Microsoft\PowerShellCore\ModuleLogging,EnableModuleLogging,,,,0,1,=,Medium
4308,Administrative Templates: PowerShellCore,Turn on PowerShell Module Logging (PowerShell Policy),Registry,,HKCU:\Software\Policies\Microsoft\PowerShellCore\ModuleLogging,UseWindowsPowerShellPolicySetting,,,,0,1,=,Medium
4309,Administrative Templates: PowerShellCore,Turn on PowerShell Module Logging - Module Names,Registry,,HKCU:\Software\Policies\Microsoft\PowerShellCore\ModuleLogging\ModuleNames,*,,,,,*,=,Medium
4310,Administrative Templates: PowerShellCore,Turn on PowerShell Script Block Logging,Registry,,HKCU:\Software\Policies\Microsoft\PowerShellCore\ScriptBlockLogging,EnableScriptBlockLogging,,,,0,1,=,Medium
4311,Administrative Templates: PowerShellCore,Turn on PowerShell Script Block Logging (Invocation),Registry,,HKCU:\Software\Policies\Microsoft\PowerShellCore\ScriptBlockLogging,EnableScriptBlockInvocationLogging,,,,0,1,=,Medium
4312,Administrative Templates: PowerShellCore,Turn on PowerShell Script Block Logging (PowerShell Policy),Registry,,HKCU:\Software\Policies\Microsoft\PowerShellCore\ScriptBlockLogging,UseWindowsPowerShellPolicySetting,,,,0,1,=,Medium
4313,Administrative Templates: PowerShellCore,Turn on PowerShell Transcription,Registry,,HKCU:\Software\Policies\Microsoft\PowerShellCore\Transcription,EnableTranscripting,,,,0,1,=,Medium
4314,Administrative Templates: PowerShellCore,Turn on PowerShell Transcription (Invocation),Registry,,HKCU:\Software\Policies\Microsoft\PowerShellCore\Transcription,EnableInvocationHeader,,,,0,1,=,Medium
4315,Administrative Templates: PowerShellCore,Turn on PowerShell Transcription (PowerShell Policy),Registry,,HKCU:\Software\Policies\Microsoft\PowerShellCore\Transcription,UseWindowsPowerShellPolicySetting,,,,0,1,=,Medium
4402,Office 2016 / Office 365,Microsoft Excel: Don't update links,Registry,,HKCU:\Software\Microsoft\Office\16.0\Excel\Options,DontUpdateLinks,,,,0,1,=,Medium
4403,Office 2016 / Office 365,Microsoft Excel: Don’t allow Dynamic Data Exchange (DDEAllowed),Registry,,HKCU:\Software\Microsoft\Office\16.0\Excel\Options,DDEAllowed,,,,1,1,=,Medium
4404,Office 2016 / Office 365,Microsoft Excel: Don’t allow Dynamic Data Exchange (DDECleaned),Registry,,HKCU:\Software\Microsoft\Office\16.0\Excel\Options,DDECleaned,,,,0,1,=,Medium
4408,Office 2016 / Office 365,Microsoft Excel: VBA Macro Notification Settings,Registry,,HKCU:\Software\Microsoft\Office\16.0\Excel\Security,vbawarnings,,,,2,4,=,Medium
4410,Office 2016 / Office 365,Microsoft OneNote: Disable embedded files,Registry,,HKCU:\Software\Microsoft\Office\16.0\OneNote\Options,DisableEmbeddedFiles,,,,0,1,=,Medium
4413,Office 2016 / Office 365,Microsoft Word: Don't update links,Registry,,HKCU:\Software\Microsoft\Office\16.0\Word\Options,DontUpdateLinks,,,,0,1,=,Medium
4414,Office 2016 / Office 365,Microsoft Word (Mail): Don't update links,Registry,,HKCU:\Software\Microsoft\Office\16.0\Word\Options\WordMail,DontUpdateLinks,,,,0,1,=,Medium
4416,Office 2016 / Office 365,Microsoft Word: VBA Macro Notification Settings,Registry,,HKCU:\Software\Microsoft\Office\16.0\Word\Security,vbawarnings,,,,2,4,=,Medium
4418,Office 365,Disable the Office 365 Telemetry module,Registry,,HKCU:\Software\Policies\Microsoft\office\common\clienttelemetry,DisableTelemetry,,,,,1,=,Medium
4419,Office 365,Allow the use of connected experiences in Office,Registry,,HKCU:\Software\Policies\Microsoft\office\16.0\common\privacy,disconnectedstate,,,,,2,=,Low
4420,Office 365,Allow the use of connected experiences that analyze content,Registry,,HKCU:\Software\Policies\Microsoft\office\16.0\common\privacy,usercontentdisabled,,,,,2,=,Low
4421,Office 365,Allow the use of connected experiences that download online content,Registry,,HKCU:\Software\Policies\Microsoft\office\16.0\common\privacy,downloadcontentdisabled,,,,,2,=,Low
4422,Office 365,Allow the use of additional optional connected experiences,Registry,,HKCU:\Software\Policies\Microsoft\office\16.0\common\privacy,controllerconnectedservicesenabled,,,,,2,=,Low
4423,Office 365,Configure the level of client software diagnostic data sent by Office to Microsoft,Registry,,HKCU:\Software\Policies\Microsoft\office\common\clienttelemetry,sendtelemetry,,,,,3,=,Low
4424,Office 2016 / Office 365,Microsoft Excel: Python Notification Settings,Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security,PythonFunctionWarnings,,,,,2,=,Medium
45,Administrative Templates: System,Logon: Do not enumerate connected users on domain-joined computers,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,DontEnumerateConnectedUsers,,,,0,1,=,Medium
4500,Windows Settings,System: Notification & actions: Show me the Windows welcome experience after updates and occasionally when I sign in to highlight what's new and suggested,Registry,,HKCU:\Software\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,SubscribedContent-310093Enabled,,,,1,0,=,Low
4501,Windows Settings,"System: Notification & actions: Get tips, tricks, and suggestions as you use Windows",Registry,,HKCU:\Software\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,SubscribedContent-338389Enabled,,,,1,0,=,Low
4502,Windows Settings,System: Shared experiences: Shared across devices 1,Registry,,HKCU:\Software\Microsoft\Windows\CurrentVersion\CDP,RomeSdkChannelUserAuthzPolicy,,,,1,0,=,Low
4503,Windows Settings,System: Shared experiences: Shared across devices 2,Registry,,HKCU:\Software\Microsoft\Windows\CurrentVersion\CDP,CdpSessionUserAuthzPolicy,,,,1,0,=,Low
4504,Windows Settings,Devices: Typing: Autocorrect misspelled words,Registry,,HKCU:\Software\Microsoft\TabletTip\1.7,EnableAutocorrection,,,,1,0,=,Low
4505,Windows Settings,Devices: AutoPlay: Use AutoPlay for all media and devices,Registry,,HKCU:\Software\Microsoft\Windows\CurrentVersion\Explorer\AutoplayHandlers,DisableAutoplay,,,,0,0,=,Low
48,Administrative Templates: System,OS Policies: Allow upload of User Activities,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,UploadUserActivities,,,,1,0,=,Medium
5.29.1,System Services,Special Administration Console Helper (sacsvr),Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\sacsvr,Start,,,,,4,=,Medium
5000,Office 2016 / Office 365,Microsoft Access: Block macros from running in Office files from the Internet,Registry,,HKCU:\software\policies\microsoft\office\16.0\access\security,blockcontentexecutionfrominternet,,,,,1,=,Medium
5001,Office 2016 / Office 365,Microsoft Access: Disable Trust Bar Notification for unsigned application add-ins and block them,Registry,,HKCU:\software\policies\microsoft\office\16.0\access\security,notbpromptunsignedaddin,,,,,1,=,Medium
5002,Office 2016 / Office 365,Microsoft Access: VBA Macro Notification Settings (Policy),Registry,,HKCU:\software\policies\microsoft\office\16.0\access\security,vbawarnings,,,,2,3,>=,Medium
5003,Office 2016 / Office 365,Microsoft Access: Allow Trusted Locations on the network,Registry,,HKCU:\software\policies\microsoft\office\16.0\access\security\trusted locations,allownetworklocations,,,,,0,=,Medium
5010,Office 2016 / Office 365,Microsoft Excel: Do not show data extraction options when opening corrupt workbooks,Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\options,extractdatadisableui,,,,,1,=,Medium
5011,Office 2016 / Office 365,Microsoft Excel: Ask to update automatic links,Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\options\binaryoptions,fupdateext_78_1,,,,,0,=,Medium
5012,Office 2016 / Office 365,Microsoft Excel: Load pictures from Web pages not created in Excel,Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\internet,donotloadpictures,,,,,1,=,Medium
5013,Office 2016 / Office 365,Microsoft Excel: Disable AutoRepublish,Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\options,disableautorepublish,,,,,1,=,Medium
5014,Office 2016 / Office 365,Microsoft Excel: Do not show AutoRepublish warning alert,Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\options,disableautorepublishwarning,,,,,0,=,Medium
5015,Office 2016 / Office 365,Microsoft Excel: Force file extension to match file type,Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security,extensionhardening,,,,,2,=,Medium
5016,Office 2016 / Office 365,Microsoft Excel: Scan encrypted macros in Excel Open XML workbooks,Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security,excelbypassencryptedmacroscan,,,,,0,=,Medium
5017,Office 2016 / Office 365,Microsoft Excel: Turn off file validation,Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security\filevalidation,enableonload,,,,,1,=,Medium
5018,Office 2016 / Office 365,Microsoft Excel: WEBSERVICE Function Notification Settings,Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security,webservicefunctionwarnings,,,,,1,=,Medium
5019,Office 2016 / Office 365,Microsoft Excel: Block macros from running in Office files from the Internet,Registry,,HKCU:\Software\Policies\Microsoft\Office\16.0\Excel\Security,blockcontentexecutionfrominternet,,,,0,1,=,Medium
5020,Office 2016 / Office 365,Microsoft Excel: Disable Trust Bar Notification for unsigned application add-ins and block them,Registry,,HKCU:\software\policies\microsoft\office\16.0\excel\security,notbpromptunsignedaddin,,,,,1,=,Medium
5021,Office 2016 / Office 365,Microsoft Excel: VBA Macro Notification Settings (Policy),Registry,,HKCU:\Software\Policies\Microsoft\Office\16.0\Excel\Security,vbawarnings,,,,2,3,>=,Medium
